,timestamp_start,timestamp_end,acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z,mag.x,mag.y,mag.z,stabilizer.pitch,stabilizer.roll,stabilizer.yaw
0,160982,160983,-0.12121307849884033,0.07834644615650177,1.01687753200531,10.158183097839355,-15.173585891723633,-3.703740358352661,-0.09749512374401093,1.1864407062530518,0.2384880781173706,2.7575855255126953,0.566399872303009,2.1896259784698486
1,160992,160993,-0.11769899725914001,0.12080203741788864,1.0156511068344116,3.846334218978882,-5.6012701988220215,-4.031282901763916,-0.10649467259645462,1.1954401731491089,0.22648866474628448,2.837719678878784,0.6935811042785645,2.15423583984375
2,161002,161003,-0.15923185646533966,-0.041822247207164764,1.1010034084320068,-2.238517999649048,1.9113003015518188,-4.519673824310303,-0.13049347698688507,1.1984400749206543,0.24148792028427124,2.733210802078247,0.6622333526611328,2.1068623065948486
3,161012,161013,-0.011519053019583225,-0.2643427848815918,0.9304314255714417,-5.510141849517822,1.28218412399292,-3.5962021350860596,-0.12149392068386078,1.1834408044815063,0.23248836398124695,2.5716001987457275,0.6717948317527771,2.0621683597564697
4,161022,161023,-0.04304490238428116,-0.292317271232605,0.9299296140670776,-6.504451274871826,0.3323861062526703,-4.998706817626953,-0.10799460113048553,1.1729413270950317,0.22198890149593353,2.7179641723632812,0.5561938881874084,2.027804136276245
5,161032,161033,-0.027084853500127792,-0.30801451206207275,0.8251280784606934,-5.538684844970703,1.6901075839996338,-4.302243232727051,-0.09749512374401093,1.177441120147705,0.22648866474628448,2.8405587673187256,0.4903489053249359,1.992087960243225
6,161042,161043,-0.03986141085624695,-0.22335799038410187,0.882157027721405,-3.446514129638672,3.472604274749756,-4.321505069732666,-0.113994300365448,1.1819409132003784,0.2189890444278717,2.9644477367401123,0.4554423391819,1.9603173732757568
7,161052,161053,-0.057564012706279755,-0.12268892675638199,0.9404953718185425,-1.290534496307373,7.34000301361084,-3.8657238483428955,-0.10949452221393585,1.177441120147705,0.23548822104930878,2.6606931686401367,0.2546628415584564,1.8943856954574585
8,161062,161063,0.1261289119720459,-0.27326929569244385,0.7914862036705017,1.5354583263397217,9.276328086853027,-3.003031015396118,-0.11249437183141708,1.1684415340423584,0.22048896551132202,2.590977430343628,0.16144663095474243,1.8559744358062744
9,161072,161073,0.06312128156423569,-0.16947340965270996,0.9835951924324036,7.3671979904174805,7.917288780212402,-3.062408208847046,-0.09299534559249878,1.1819409132003784,0.21298934519290924,2.8087868690490723,0.31615620851516724,1.8521589040756226
10,161082,161083,-0.025492969900369644,-0.05968884751200676,0.9320065379142761,11.69086742401123,4.97573709487915,-3.9028892517089844,-0.12449377030134201,1.1714414358139038,0.22648866474628448,2.273921012878418,0.48423051834106445,1.7896323204040527
11,161092,161093,0.005549882538616657,-0.03419305011630058,0.9565106630325317,11.760318756103516,7.130680084228516,-4.636377811431885,-0.113994300365448,1.1819409132003784,0.23098844289779663,2.0948498249053955,0.5291723012924194,1.7411315441131592
12,161102,161103,-0.08292648941278458,-0.15682353079319,0.8385268449783325,11.745221138000488,7.6232805252075195,-4.260525703430176,-0.11849407106637955,1.180440902709961,0.24148792028427124,2.1467134952545166,0.5758953094482422,1.7031536102294922
13,161112,161113,-0.11857706308364868,-0.2909945547580719,0.7453576922416687,11.02292537689209,2.997129440307617,-3.9857687950134277,-0.113994300365448,1.178941011428833,0.2189890444278717,2.1615662574768066,0.8129243850708008,1.6700197458267212
14,161122,161123,-0.0869634672999382,-0.09932272881269455,0.9448058605194092,6.1348161697387695,3.7862167358398438,-3.6056604385375977,-0.10949452221393585,1.1864407062530518,0.2384880781173706,2.193474292755127,0.9633340835571289,1.6368625164031982
15,161132,161133,0.012021525762975216,-0.1425815373659134,0.8625059723854065,2.0494234561920166,2.03315806388855,-4.909347057342529,-0.10799460113048553,1.1759412288665771,0.20698964595794678,2.251551628112793,1.0954140424728394,1.6104872226715088
16,161142,161143,-0.014915426261723042,-0.15690146386623383,0.8650466203689575,-4.87403678894043,4.143174171447754,-4.205521583557129,-0.09749512374401093,1.1714414358139038,0.23248836398124695,2.2211616039276123,0.9462175369262695,1.5590558052062988
