,timestamp_start,timestamp_end,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,gyro.x,gyro.y,gyro.z,acc.x,acc.y,acc.z,mag.x,mag.y,mag.z,label
34,4978583,4978585,-0.7139897346496582,0.9358725547790527,1.226580262184143,10.669756889343262,-10.824585914611816,-0.42243778705596924,-0.263945072889328,0.012616503983736038,1.1483246088027954,-0.4004799723625183,-0.6824658513069153,-0.3404829800128937,0
35,4978593,4978595,-0.3675549328327179,0.7332894802093506,1.1755253076553345,24.663007736206055,-8.50931167602539,4.224233150482178,-0.10375964641571045,-0.12085805833339691,1.1278173923492432,-0.391480416059494,-0.7184640765190125,-0.3524823784828186,0
36,4978603,4978605,-0.45891615748405457,0.5158284306526184,1.2989985942840576,43.99447250366211,12.69472885131836,4.1324357986450195,-0.04063626378774643,0.03365768492221832,1.1471177339553833,-0.41247937083244324,-0.6974651217460632,-0.3404829800128937,0
37,4978613,4978615,0.34777307510375977,0.41925957798957825,1.2489013671875,49.76517868041992,20.92972183227539,4.33886194229126,0.014507313258945942,0.0710703581571579,1.1083382368087769,-0.42297884821891785,-0.7019649147987366,-0.32698363065719604,0
38,4978623,4978625,0.789169192314148,0.589165985584259,1.2895437479019165,42.78957748413086,25.090974807739258,2.8089375495910645,-0.059854984283447266,-0.047699224203825,1.1686631441116333,-0.4379780888557434,-0.6659666895866394,-0.3209839463233948,0
39,4978633,4978635,0.9381005167961121,-0.002365893917158246,1.3904612064361572,34.6088752746582,23.94621467590332,3.161284923553467,-0.009814951568841934,-0.06199968606233597,1.1089729070663452,-0.4259786903858185,-0.683965802192688,-0.3149842321872711,0
40,4978643,4978645,1.6547346115112305,-0.2530907094478607,1.3668524026870728,22.844947814941406,17.575626373291016,4.2186713218688965,-0.0747956857085228,-0.03374196216464043,1.1037023067474365,-0.42147892713546753,-0.6854656934738159,-0.3044847846031189,0
41,4978653,4978655,3.634774923324585,0.2695907652378082,1.2551209926605225,3.5584118366241455,17.39380645751953,5.13307523727417,-0.04357708618044853,-0.047161757946014404,1.0234428644180298,-0.43047845363616943,-0.6494675278663635,-0.29848507046699524,0
42,4978663,4978665,4.675299644470215,0.16553594172000885,1.2401899099349976,-14.778708457946777,15.004485130310059,6.800204277038574,-0.000619487720541656,0.09195926785469055,1.082115650177002,-0.44097793102264404,-0.6449677348136902,-0.28798559308052063,0
43,4978673,4978675,3.4998862743377686,-0.4241503179073334,1.163452386856079,-39.62650680541992,20.854385375976562,6.761981964111328,0.019390152767300606,0.1729564517736435,1.124896764755249,-0.41397929191589355,-0.7169641256332397,-0.32998350262641907,0
44,4978683,4978685,3.324936866760254,-1.0225212574005127,1.064666986465454,-55.10578155517578,28.36089515686035,6.871387004852295,-0.00992543064057827,0.019067345187067986,1.0156384706497192,-0.45147740840911865,-0.622468888759613,-0.2864856719970703,0
45,4978693,4978695,1.8089356422424316,-1.3627216815948486,1.1049057245254517,-58.572181701660156,34.082374572753906,6.364100456237793,-0.02983296476304531,0.03360778093338013,1.0387306213378906,-0.448477566242218,-0.6194689869880676,-0.2864856719970703,0
46,4978703,4978705,2.125250816345215,-1.5875595808029175,1.2416974306106567,-51.354000091552734,29.926063537597656,7.900949001312256,-0.10128413885831833,0.06346531957387924,1.0443954467773438,-0.43347832560539246,-0.622468888759613,-0.2954852283000946,0
47,4978713,4978715,1.6912225484848022,-2.213102102279663,1.2245532274246216,-44.40900421142578,25.440189361572266,6.622203350067139,-0.036163121461868286,-0.07121192663908005,0.9856836199760437,-0.47247636318206787,-0.5894705057144165,-0.2564871609210968,0
48,4978723,4978725,0.9478045701980591,-3.1030936241149902,1.0019421577453613,-30.600656509399414,13.814092636108398,7.321012020111084,-0.2710441052913666,-0.09691688418388367,0.9942553043365479,-0.47247636318206787,-0.5954701900482178,-0.2594870328903198,0
