,timestamp_start,timestamp_end,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,gyro.x,gyro.y,gyro.z,acc.x,acc.y,acc.z,mag.x,mag.y,mag.z,label
0,4401023,4401026,-1.2473838329315186,0.09744465351104736,0.13568361103534698,0.06882841140031815,-0.040199872106313705,0.030126871541142464,-0.0027438467368483543,-0.023882612586021423,1.004834771156311,1.2734363079071045,-0.20248986780643463,0.18749062716960907,0
1,4401033,4401036,-1.2493888139724731,-0.2718603014945984,0.1290324628353119,0.05786462128162384,0.0525997169315815,0.16511783003807068,-0.004077292513102293,-0.022381654009222984,1.006928563117981,1.1684415340423584,-0.019499024376273155,0.10349482297897339,0
2,4401043,4401046,-1.434386968612671,-0.04269464686512947,0.13733051717281342,-0.025646550580859184,0.299805611371994,-0.15944696962833405,0.0015635256422683597,-0.02387772500514984,1.004311203956604,1.1729413270950317,0.023998798802495003,0.16499175131320953,0
3,4401053,4401056,-1.376705288887024,-0.05496087297797203,0.13489802181720734,-0.19232071936130524,0.04261914640665054,1.1912345886230469,-0.00724191265180707,-0.026025284081697464,0.9991452693939209,1.180440902709961,0.04349782317876816,0.1604919731616974,0
4,4401063,4401066,-1.3269890546798706,-0.19279512763023376,0.13674956560134888,-0.27546146512031555,-0.07679752260446548,0.2816837728023529,0.0026872444432228804,-0.029481153935194016,0.9988352060317993,1.1819409132003784,0.03899804875254631,0.15599219501018524,0
5,4401073,4401076,-1.030119776725769,-0.16476349532604218,0.1265103965997696,0.07005657255649567,-0.4475487768650055,-2.576373338699341,-0.00028957720496691763,-0.021564433351159096,1.0005640983581543,1.1849406957626343,0.044997747987508774,0.1619918942451477,0
6,4401083,4401086,-1.3111745119094849,-0.15671223402023315,0.13022521138191223,0.5689036250114441,-0.9299249649047852,-1.7880698442459106,-0.0010203849524259567,-0.022642256692051888,1.0015662908554077,1.1834408044815063,0.04649767279624939,0.16349181532859802,0
7,4401093,4401096,-1.134989857673645,0.11541581153869629,0.1338595151901245,0.7034260630607605,-0.5632877945899963,0.7498627305030823,-0.0012233606539666653,-0.02289341203868389,0.9961367249488831,1.1834408044815063,0.03449827432632446,0.16349181532859802,0
8,4401103,4401106,-1.0555225610733032,-0.12361786514520645,0.13123199343681335,0.6308872699737549,-0.12602044641971588,-0.1229696273803711,0.007220336236059666,-0.02472146973013878,0.9748895168304443,1.1954401731491089,0.019499024376273155,0.16649167239665985,0
9,4401113,4401116,-1.0511858463287354,0.012848456390202045,0.12834671139717102,0.5931245684623718,-1.406625509262085,-0.6456441283226013,0.004039162769913673,-0.026028405874967575,0.993625283241272,1.1894404888153076,0.010499474592506886,0.1814909279346466,0
10,4401123,4401126,-1.0415700674057007,-0.13305041193962097,0.12285012006759644,0.3981267213821411,-0.2805400490760803,0.02748042531311512,-0.007024651393294334,-0.02375449612736702,1.002842903137207,1.1894404888153076,-0.022498873993754387,0.17849107086658478,0
11,4401133,4401136,-0.7681915760040283,-0.2394258975982666,0.11408252269029617,2.1620519161224365,-0.6899117827415466,-0.7208749651908875,0.008181887678802013,-0.00507245771586895,1.0238618850708008,1.1999399662017822,-0.005999699700623751,0.1619918942451477,0
12,4401143,4401146,-0.9330352544784546,0.06438106298446655,0.12505054473876953,0.7006828784942627,0.20048053562641144,0.8287594318389893,0.005818565376102924,-0.00932362675666809,1.0332869291305542,1.1969401836395264,0.00899954978376627,0.17699114978313446,0
13,4401153,4401156,-0.930683434009552,-0.10164298117160797,0.11831583827733994,1.3839943408966064,2.422950506210327,0.7730626463890076,0.06261905282735825,-0.033696845173835754,0.9361122250556946,1.192440390586853,-0.016499174758791924,0.16649167239665985,0
14,4401163,4401166,-0.9144965410232544,0.09258443862199783,0.13554789125919342,1.087761640548706,-4.446755409240723,0.9541776180267334,0.03321545943617821,-0.048771414905786514,1.0138399600982666,1.2014398574829102,-0.019499024376273155,0.17549122869968414,0
15,4401173,4401176,-0.7724568247795105,-0.24698570370674133,0.11928684264421463,1.7005187273025513,-0.6974577307701111,0.8471493124961853,-0.03576557710766792,-0.06970077753067017,1.0279319286346436,1.2029398679733276,-0.029998499900102615,0.16499175131320953,0
16,4401183,4401186,-0.7745758891105652,-0.11841846257448196,0.14146552979946136,3.3907907009124756,-2.259645700454712,-0.12247268855571747,-0.058701448142528534,-0.13344113528728485,0.9721296429634094,1.2059396505355835,-0.026998650282621384,0.170991450548172,0
17,4401193,4401196,-0.6977241635322571,-0.11578316241502762,0.14073513448238373,0.26104843616485596,-7.975660800933838,0.3202650845050812,-0.03850746527314186,0.0068196398206055164,0.9651267528533936,1.207439661026001,-0.04349782317876816,0.16949152946472168,0
18,4401203,4401206,-0.7199831008911133,-0.06804029643535614,0.1450498104095459,-1.7036712169647217,-4.161580562591553,0.7789134383201599,-0.1207665205001831,0.14690668880939484,1.025831699371338,1.2104394435882568,-0.028498575091362,0.16649167239665985,0
19,4401213,4401216,-0.7368953824043274,-0.02469538524746895,0.1523289680480957,2.8606064319610596,4.853283882141113,1.2121509313583374,-0.14204660058021545,0.12995809316635132,1.0464389324188232,1.2029398679733276,-0.03599819913506508,0.1799909919500351,0
20,4401223,4401226,-0.7091635465621948,0.052662443369627,0.17304901778697968,5.2720866203308105,3.6178555488586426,2.615152597427368,-0.10359130054712296,-0.004276546649634838,0.98500657081604,1.1984400749206543,-0.019499024376273155,0.18449077010154724,0
